GIK.NAME	TIK.NAME	UIK.NAME	MO.NAME	MO.DISTRICT	LAT.ik	LON.ik	LAT.voteroom	LON.voteroom	UIK.NAME.short	TIK	UIK	VOTERS	BALL.RECEIVED	BALL.ISS.UIK.DAYOFVOTE	BALL.ISS.EXTRA	BALL.CANCELLED	BALL.PORTABLE_BOXES	BALL.STATIONARY_BOXES	BALL.INVALID	BALL.VALID	BALL.LOST	BALL.NOT.RECORDED	AMOSOV	BEGLOV	TIKHONOVA
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1321	Гагаринское	4	59.8381	30.366794	59.8381	30.366794	"УИК №1321"	19	1321	1697	1500	679	35	786	35	676	2	709	0	0	59	520	130
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1322	Гагаринское	4	59.8381	30.366794	59.8381	30.366794	"УИК №1322"	19	1322	2190	2000	892	37	1071	37	890	7	920	0	0	154	635	131
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1323	Гагаринское	4	59.840817	30.365042	59.840817	30.365042	"УИК №1323"	19	1323	1840	1500	689	40	771	40	679	3	716	0	0	74	521	121
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1324	Гагаринское	4	59.8381	30.366794	59.8381	30.366794	"УИК №1324"	19	1324	1056	1000	485	12	503	12	484	1	495	0	0	51	348	96
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1325	Звёздное	1	59.854133	30.332676	59.854133	30.332676	"УИК №1325"	19	1325	1730	1500	772	39	689	39	770	4	805	0	0	102	610	93
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1326	Звёздное	1	59.854133	30.332676	59.854133	30.332676	"УИК №1326"	19	1326	1495	1200	675	29	496	29	673	6	696	0	0	70	531	95
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1327	Звёздное	1	59.854133	30.332676	59.854133	30.332676	"УИК №1327"	19	1327	1540	1500	704	41	755	41	703	4	740	0	0	95	562	83
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1328	Звёздное	1	59.848958	30.326172	59.848958	30.326172	"УИК №1328"	19	1328	1660	1500	1052	38	410	38	1047	5	1080	0	0	62	904	114
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1329	Звёздное	1	59.84701	30.335245	59.84701	30.335245	"УИК №1329"	19	1329	1998	1500	890	51	559	51	887	7	931	0	0	140	699	92
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1330	Звёздное	1	59.84504	30.326154	59.84504	30.326154	"УИК №1330"	19	1330	1670	1500	1040	87	373	87	1039	2	1124	0	0	112	949	63
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1331	Звёздное	2	59.84504	30.326154	59.84504	30.326154	"УИК №1331"	19	1331	1070	1000	503	21	476	21	502	2	521	0	0	56	415	50
