GIK.NAME	TIK.NAME	UIK.NAME	MO.NAME	MO.DISTRICT	LAT.ik	LON.ik	LAT.voteroom	LON.voteroom	UIK.NAME.short	TIK	UIK	VOTERS	BALL.RECEIVED	BALL.ISS.UIK.DAYOFVOTE	BALL.ISS.EXTRA	BALL.CANCELLED	BALL.PORTABLE_BOXES	BALL.STATIONARY_BOXES	BALL.INVALID	BALL.VALID	BALL.LOST	BALL.NOT.RECORDED	AMOSOV	BEGLOV	TIKHONOVA
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №17"	Участковая избирательная комиссия №570	Гражданка	47	60.006623	30.396932	60.006623	30.396932	"УИК №570"	17	570	1706	1500	466	3	1031	3	463	11	455	0	0	122	254	79
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №17"	Участковая избирательная комиссия №571	Гражданка	46	60.003894	30.397711	60.003894	30.397711	"УИК №571"	17	571	1394	1000	471	3	526	3	421	10	414	0	0	152	166	96
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №17"	Участковая избирательная комиссия №572	Пискаревка	62	59.986385	30.385793	59.986385	30.385793	"УИК №572"	17	572	3173	2500	856	6	1638	6	850	15	841	0	0	220	273	348
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №17"	Участковая избирательная комиссия №573	Финляндский округ	53	59.954935	30.3622	59.953364	30.35749	"УИК №573"	17	573	1831	2000	1808	14	178	14	1808	37	1785	0	0	133	1330	322
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №17"	Участковая избирательная комиссия №574	Пискаревка	62	59.986385	30.385793	59.986385	30.385793	"УИК №574"	17	574	1819	1500	446	0	1054	0	444	7	437	0	0	103	170	164
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №17"	Участковая избирательная комиссия №575	Пискаревка	62	59.986385	30.385793	59.986385	30.385793	"УИК №575"	17	575	2298	2000	621	0	1379	0	621	11	610	0	0	130	297	183
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №17"	Участковая избирательная комиссия №2283	Финляндский округ	53	59.975482	30.375867	59.975482	30.375867	"УИК №2283"	17	2283	2531	2000	641	3	1356	3	641	6	638	0	0	117	215	306
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №17"		Временный						"УИК №2284"	17	2284	235	500	235	0	265	0	235	11	224	0	0	17	165	42
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №17"		ЭУ						"УИК №2318"	17	2318	310	350	211	0	139	0	211	24	187	0	0	15	165	7
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №17"		ЭУ						"УИК №2319"	17	2319	203	300	165	0	135	0	164	1	163	1	1	28	111	24
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №17"		ЭУ						"УИК №2373"	17	2373	260	300	196	9	95	9	195	3	201	0	0	31	149	21
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №17"		ЭУ						"УИК №2374"	17	2374	255	300	213	13	74	13	213	2	224	0	0	38	165	21
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №17"		ЭУ						"УИК №2375"	17	2375	221	300	171	2	127	2	171	0	173	0	0	48	109	16
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1612	Введенский	178	59.952717	30.293205	59.952717	30.293205	"УИК №1612"	18	1612	1438	1000	776	7	217	7	701	22	686	0	0	104	517	65
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1613	Введенский	178	59.951978	30.303994	59.951978	30.303994	"УИК №1613"	18	1613	1196	900	499	2	399	2	499	16	485	0	0	79	351	55
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1614	Введенский	178	59.954289	30.303297	59.95446	30.301877	"УИК №1614"	18	1614	1716	1200	556	12	632	12	509	14	507	0	0	113	316	78
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1615	Введенский	178	59.952717	30.293205	59.952717	30.293205	"УИК №1615"	18	1615	1771	1200	605	25	570	25	599	19	605	0	0	102	423	80
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1616	Введенский	179	59.95405	30.298791	59.95405	30.298791	"УИК №1616"	18	1616	1770	1300	909	53	338	53	878	11	920	0	0	92	789	39
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1617	Введенский	179	59.951978	30.303994	59.951978	30.303994	"УИК №1617"	18	1617	1462	1100	687	7	406	7	673	3	677	0	0	35	626	16
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1618	Введенский	179	59.956674	30.298716	59.956674	30.298716	"УИК №1618"	18	1618	1375	1150	1005	6	139	6	1005	25	986	0	0	57	869	60
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1619	Введенский	179	59.955678	30.30622	59.955678	30.30622	"УИК №1619"	18	1619	1899	1200	603	9	588	9	602	22	589	0	0	123	366	100
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1620	Кронверкское	180	59.965035	30.311533	59.957219	30.303094	"УИК №1620"	18	1620	2171	1500	859	59	582	59	859	28	890	0	0	120	678	92
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1621	Кронверкское	180	59.965035	30.311533	59.965035	30.311533	"УИК №1621"	18	1621	1853	1300	872	31	397	31	872	19	884	0	0	133	677	74
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1622	Кронверкское	180	59.957685	30.310669	59.956462	30.310053	"УИК №1622"	18	1622	2240	1600	950	9	641	9	941	22	928	0	0	118	718	92
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1623	Кронверкское	181	59.957685	30.310669	59.957685	30.310669	"УИК №1623"	18	1623	1318	1000	716	0	284	0	701	3	698	0	0	41	596	61
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1624	Кронверкское	181	59.960697	30.312248	59.960697	30.312248	"УИК №1624"	18	1624	1843	1300	727	39	534	39	717	12	744	0	0	116	543	85
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1625	Кронверкское	181	59.959449	30.313308	59.959449	30.313308	"УИК №1625"	18	1625	1755	1300	698	43	559	43	687	33	697	0	0	121	507	69
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1626	Кронверкское	181	59.959449	30.313308	59.959449	30.313308	"УИК №1626"	18	1626	977	700	552	8	140	8	552	8	552	0	0	24	503	25
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1627	Посадский	182	59.953394	30.327367	59.953394	30.327367	"УИК №1627"	18	1627	1559	1100	841	15	244	15	841	20	836	0	0	141	614	81
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1628	Посадский	182	59.958309	30.323665	59.958309	30.323665	"УИК №1628"	18	1628	2187	1600	1111	5	484	5	1111	8	1108	0	0	92	927	89
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1629	Посадский	182	59.958665	30.327016	59.958665	30.327016	"УИК №1629"	18	1629	1185	900	400	2	498	2	336	23	315	0	0	78	190	47
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1630	Посадский	182	59.958309	30.323665	59.958309	30.323665	"УИК №1630"	18	1630	1403	1000	716	3	281	3	642	13	632	0	0	116	455	61
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1631	Посадский	183	59.961756	30.324151	59.961756	30.324151	"УИК №1631"	18	1631	2097	1500	701	0	799	0	620	13	607	0	0	112	400	95
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1632	Посадский	183	59.960869	30.320275	59.960869	30.320275	"УИК №1632"	18	1632	1926	1300	979	3	318	3	974	20	957	0	0	169	680	108
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1633	Посадский	183	59.961756	30.324151	59.961756	30.324151	"УИК №1633"	18	1633	1678	1200	659	2	539	2	648	19	631	0	0	64	490	77
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1634	Посадский	183	59.963041	30.325944	59.964432	30.325638	"УИК №1634"	18	1634	1139	700	604	3	93	3	601	5	599	0	0	56	477	66
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1635	Аптекарский остров	184	59.965355	30.311721	59.965355	30.311721	"УИК №1635"	18	1635	1441	1000	553	6	441	6	536	8	534	0	0	64	409	61
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1636	Аптекарский остров	184	59.969362	30.31338	59.969362	30.31338	"УИК №1636"	18	1636	1733	1350	1191	5	154	5	1159	19	1145	0	0	130	924	91
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1637	Аптекарский остров	184	59.971914	30.311789	59.971914	30.311789	"УИК №1637"	18	1637	2739	1700	978	23	699	23	941	30	934	0	0	190	582	162
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1638	Аптекарский остров	184	59.974901	30.305299	59.974901	30.305299	"УИК №1638"	18	1638	2198	1500	1141	6	353	6	1141	22	1125	0	0	139	876	110
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1639	Аптекарский остров	184	59.967998	30.303058	59.967998	30.303058	"УИК №1639"	18	1639	1086	850	657	4	189	4	646	9	641	0	0	91	494	56
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1640	Аптекарский остров	185	59.96717	30.308189	59.96717	30.308189	"УИК №1640"	18	1640	1694	1000	989	7	4	7	989	16	980	0	0	119	806	55
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1641	Аптекарский остров	185	59.964521	30.307244	59.964521	30.307244	"УИК №1641"	18	1641	1876	1300	1195	4	101	4	1195	27	1172	0	0	155	947	70
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1642	Аптекарский остров	185	59.967927	30.306854	59.967927	30.306854	"УИК №1642"	18	1642	961	850	715	1	134	1	715	7	709	0	0	60	617	32
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1643	Аптекарский остров	185	59.965063	30.300134	59.965063	30.300134	"УИК №1643"	18	1643	2171	1500	992	10	498	10	969	26	953	0	0	147	693	113
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1644	Петровский	186	59.962933	30.297193	59.962933	30.297193	"УИК №1644"	18	1644	1674	1200	1121	12	67	12	1121	23	1110	0	0	101	913	96
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1645	Петровский	186	59.964227	30.293455	59.964227	30.293455	"УИК №1645"	18	1645	1372	1000	353	3	644	3	353	35	321	0	0	89	187	45
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1646	Петровский	186	59.962933	30.297193	59.962933	30.297193	"УИК №1646"	18	1646	1787	1300	1070	5	225	5	1069	17	1057	0	0	92	905	60
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1647	Петровский	186	59.961318	30.294199	59.960517	30.300693	"УИК №1647"	18	1647	2535	1800	1717	22	61	22	1717	27	1712	0	0	160	1460	92
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1648	Петровский	187	59.95777	30.300383	59.95777	30.300383	"УИК №1648"	18	1648	1185	1000	795	5	200	5	795	8	792	0	0	84	667	41
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1649	Петровский	187	59.957651	30.292574	59.957651	30.292574	"УИК №1649"	18	1649	1393	1000	923	1	76	1	806	19	788	0	0	103	606	79
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1650	Петровский	187	59.957651	30.292574	59.957651	30.292574	"УИК №1650"	18	1650	1463	1100	842	6	252	6	842	66	782	0	0	99	548	135
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1651	Петровский	187	59.955118	30.292151	59.955118	30.292151	"УИК №1651"	18	1651	1679	1600	915	8	677	8	913	27	894	0	0	122	687	85
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1652	Петровский	187	59.955118	30.292151	59.955118	30.292151	"УИК №1652"	18	1652	1154	800	287	11	502	11	287	8	290	0	0	65	168	57
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1653	Петровский	187	59.962396	30.273355	59.962396	30.273355	"УИК №1653"	18	1653	2539	1700	1639	55	6	55	1639	27	1667	0	0	154	1385	128
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1654	Чкаловский	188	59.962396	30.273355	59.962396	30.273355	"УИК №1654"	18	1654	2426	1700	1380	84	236	84	1380	2	1462	0	0	161	1215	86
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1655	Чкаловский	188	59.958237	30.284328	59.958237	30.284328	"УИК №1655"	18	1655	1518	1250	1144	3	103	3	1144	48	1099	0	0	116	782	201
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1656	Чкаловский	188	59.962514	30.292642	59.962514	30.292642	"УИК №1656"	18	1656	2507	1800	1503	9	288	9	1503	3	1509	0	0	114	1289	106
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1657	Чкаловский	188	59.962514	30.292642	59.962514	30.292642	"УИК №1657"	18	1657	2474	1800	1133	14	653	14	1109	71	1052	0	0	161	768	123
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1658	Чкаловский	188	59.96446	30.285244	59.96446	30.285244	"УИК №1658"	18	1658	2460	1700	856	50	794	50	856	22	884	0	0	101	700	83
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1659	Чкаловский	189	59.968705	30.274591	59.968705	30.274591	"УИК №1659"	18	1659	2449	1600	1009	238	353	238	999	24	1213	0	0	108	1016	89
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1660	Чкаловский	189	59.971605	30.296673	59.971605	30.296673	"УИК №1660"	18	1660	2167	1500	1126	78	296	78	1121	0	1199	0	0	146	962	91
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1661	Чкаловский	189	59.964318	30.29313	59.964318	30.29313	"УИК №1661"	18	1661	2166	1500	1132	45	323	45	1127	44	1128	0	0	181	774	173
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1662	Чкаловский	189	59.966692	30.294759	59.966692	30.294759	"УИК №1662"	18	1662	2347	1700	1239	12	449	12	1239	30	1221	0	0	96	1024	101
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1663	Чкаловский	189	59.965516	30.298738	59.965516	30.298738	"УИК №1663"	18	1663	1046	800	630	4	166	4	622	13	613	0	0	74	463	76
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"	Участковая избирательная комиссия №1664	Чкаловский	189	59.972967	30.295988	59.972967	30.295988	"УИК №1664"	18	1664	1925	1300	970	60	270	60	970	15	1015	0	0	90	833	92
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"								"УИК №1665"	18	1665	183	183	122	61	0	61	122	4	179	0	0	18	129	32
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №18"								"УИК №1667"	18	1667	128	126	7	119	0	119	7	1	125	0	0	17	91	17
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1279	Московская застава	1	59.905132	30.319291	59.905132	30.319291	"УИК №1279"	19	1279	2442	2000	479	7	1514	7	479	14	472	0	0	133	226	113
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1280	Московская застава	1	59.900958	30.319794	59.900958	30.319794	"УИК №1280"	19	1280	2437	2000	1097	7	896	7	1097	0	1104	0	0	110	828	166
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1281	Московская застава	1	59.900958	30.319794	59.900958	30.319794	"УИК №1281"	19	1281	3073	2500	569	8	1923	8	568	12	564	0	0	161	260	143
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1282	Московская застава	1	59.876246	30.31603	59.876246	30.31603	"УИК №1282"	19	1282	2354	2000	633	9	1358	9	633	22	620	0	0	189	293	138
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1283	Московская застава	1	59.873668	30.314269	59.873668	30.314269	"УИК №1283"	19	1283	1342	1000	262	7	731	7	262	11	258	0	0	66	134	58
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1284	Московская застава	2	59.893204	30.322273	59.893204	30.322273	"УИК №1284"	19	1284	1840	1500	330	8	1162	8	330	15	323	0	0	76	181	66
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1285	Московская застава	2	59.876423	30.329819	59.876423	30.329819	"УИК №1285"	19	1285	1540	1500	311	6	1183	6	311	14	303	0	0	52	168	83
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1286	Московская застава	2	59.879453	30.320773	59.879453	30.320773	"УИК №1286"	19	1286	1253	1000	330	4	666	4	329	15	318	0	0	77	183	58
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1287	Московская застава	2	59.879453	30.320773	59.879453	30.320773	"УИК №1287"	19	1287	1127	1000	305	13	682	13	304	6	311	0	0	83	167	61
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1288	Московская застава	2	59.876364	30.32522	59.876364	30.32522	"УИК №1288"	19	1288	1143	1000	265	12	723	12	265	10	267	0	0	74	145	48
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1289	Московская застава	2	59.876364	30.32522	59.876364	30.32522	"УИК №1289"	19	1289	1116	1000	255	11	734	11	255	13	253	0	0	78	128	47
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1290	Московская застава	3	59.876364	30.32522	59.876364	30.32522	"УИК №1290"	19	1290	2124	2000	449	6	1545	6	445	15	436	0	0	107	246	83
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1291	Московская застава	3	59.860884	30.325139	59.860884	30.325139	"УИК №1291"	19	1291	1115	1000	246	5	749	5	246	6	245	0	0	75	131	39
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1292	Московская застава	3	59.862095	30.325058	59.862095	30.325058	"УИК №1292"	19	1292	1398	1000	330	11	659	11	330	5	336	0	0	89	191	56
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1293	Московская застава	3	59.862095	30.325058	59.862095	30.325058	"УИК №1293"	19	1293	1185	1000	333	4	662	4	333	8	329	1	0	99	164	66
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1294	Московская застава	3	59.860884	30.325139	59.860884	30.325139	"УИК №1294"	19	1294	2055	2000	517	7	1476	7	510	11	506	0	0	142	287	77
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1295	Московская застава	4	59.862158	30.332738	59.862158	30.332738	"УИК №1295"	19	1295	1291	1000	321	21	658	21	321	11	331	0	0	92	183	56
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1296	Московская застава	4	59.862158	30.332738	59.862158	30.332738	"УИК №1296"	19	1296	1523	1200	438	7	755	7	438	11	434	0	0	113	246	75
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1297	Московская застава	4	59.859456	30.330843	59.859944	30.331319	"УИК №1297"	19	1297	1548	1500	463	8	1029	8	460	24	444	0	0	136	233	75
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1298	Московская застава	4	59.876423	30.329819	59.876423	30.329819	"УИК №1298"	19	1298	2221	2000	470	6	1524	6	459	8	457	0	0	130	222	105
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1299	Московская застава	4	59.876423	30.329819	59.876423	30.329819	"УИК №1299"	19	1299	1567	1500	343	9	1148	9	342	14	337	0	0	102	161	74
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1300	Гагаринское	1	59.860428	30.341416	59.860428	30.341416	"УИК №1300"	19	1300	2364	2000	942	24	1034	24	940	4	960	0	0	164	703	93
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1301	Гагаринское	1	59.857219	30.341623	59.857219	30.341623	"УИК №1301"	19	1301	2250	2000	961	18	1021	18	958	4	972	0	0	170	695	107
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1302	Гагаринское	1	59.857219	30.341623	59.857219	30.341623	"УИК №1302"	19	1302	2513	2500	1051	31	1418	31	1047	7	1071	0	0	186	770	115
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1303	Гагаринское	1	59.857219	30.341623	59.857219	30.341623	"УИК №1303"	19	1303	2351	2000	842	19	1139	19	840	10	849	0	0	120	589	140
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1304	Гагаринское	1	59.8605	30.344911	59.8605	30.344911	"УИК №1304"	19	1304	1270	1000	545	27	428	27	542	3	566	0	0	98	388	80
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1305	Гагаринское	1	59.8605	30.344911	59.8605	30.344911	"УИК №1305"	19	1305	1476	1200	607	44	549	44	604	2	646	0	0	108	431	107
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1306	Гагаринское	2	59.8605	30.344911	59.8605	30.344911	"УИК №1306"	19	1306	1528	1500	598	73	829	73	591	5	659	0	0	134	451	74
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1307	Гагаринское	2	59.861909	30.352645	59.861909	30.352645	"УИК №1307"	19	1307	2452	2000	870	85	1045	85	867	12	940	0	0	124	671	145
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1308	Гагаринское	2	59.861909	30.352645	59.861909	30.352645	"УИК №1308"	19	1308	2151	2000	520	17	1463	17	517	35	499	0	0	106	304	89
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1309	Гагаринское	2	59.858891	30.35402	59.858891	30.35402	"УИК №1309"	19	1309	2330	2000	1111	54	835	54	1108	4	1158	0	0	70	1031	57
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1310	Гагаринское	2	59.858891	30.35402	59.858891	30.35402	"УИК №1310"	19	1310	1276	1000	523	41	436	41	520	3	558	0	0	90	385	83
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1311	Гагаринское	2	59.858891	30.35402	59.858891	30.35402	"УИК №1311"	19	1311	1331	1000	721	38	241	38	719	2	755	0	0	92	591	72
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1312	Гагаринское	3	59.85397	30.35728	59.85397	30.35728	"УИК №1312"	19	1312	1430	1200	548	32	620	32	544	3	573	0	0	102	402	69
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1313	Гагаринское	3	59.849778	30.359472	59.849778	30.359472	"УИК №1313"	19	1313	2030	2000	881	26	1093	26	876	4	898	0	0	128	623	147
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1314	Гагаринское	3	59.849778	30.359472	59.849778	30.359472	"УИК №1314"	19	1314	1680	1500	682	43	775	43	680	1	722	0	0	111	492	119
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1315	Гагаринское	3	59.849778	30.359472	59.849778	30.359472	"УИК №1315"	19	1315	1314	1000	508	36	456	36	506	2	540	0	0	79	381	80
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1316	Гагаринское	3	59.847078	30.360973	59.847078	30.360973	"УИК №1316"	19	1316	2352	2000	874	63	1063	63	872	3	932	0	0	101	673	158
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1317	Гагаринское	3	59.847078	30.360973	59.847078	30.360973	"УИК №1317"	19	1317	2083	2000	863	35	1102	35	859	2	892	0	0	120	614	158
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1318	Гагаринское	3	59.847078	30.360973	59.847078	30.360973	"УИК №1318"	19	1318	1912	1500	824	21	655	21	823	3	841	0	0	141	586	114
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1319	Гагаринское	4	59.840817	30.365042	59.840817	30.365042	"УИК №1319"	19	1319	2365	2000	883	50	1067	50	881	4	927	0	0	120	652	155
"Санкт-Петербургская избирательная комиссия"	"Территориальная избирательная комиссия №19"	Участковая избирательная комиссия №1320	Гагаринское	4	59.840817	30.365042	59.840817	30.365042	"УИК №1320"	19	1320	1717	1500	687	38	775	38	684	2	720	0	0	95	502	123
